OBJECTID,FOLIO,ID,NAME,CAMPUS,ADDRESS,UNIT,CITY,ZIPCODE,PHONE,EMAIL,TYPE,GRADES,CAPACITY,ENROLLMNT,REGION,LAT,LON,POINT_X,POINT_Y,CREATED BY,CREATED DATE,MODIFIED BY,MODIFIED DATE,GlobalID,x,y
315,1078120000390,7171,Medical Academy For Science And Technology, ,1220 NW 1st Ave, ,Homestead,33030,305-257-4500,,S,9-12,1108,507,S,25.48237,-80.48058,827513.998495325,417895.965446807,E316899,6/11/2020 9:42:54 AM,E316042,6/24/2025 10:22:08 AM,849b096c-d07a-4a35-beee-fe2d79bbf209,-8959056.9762,2935110.8053
316,0141020053480,4681,Riverside Elementary, ,1190 SW 2nd St, ,Miami,33130,305-547-1520,,E,PK-5,856,844,C,25.7714,-80.21366,914944.567536753,523376.276841044,E316899,6/11/2020 9:42:54 AM,E316042,6/25/2025 10:51:44 AM,ef04d93b-9d2a-429c-b89d-73a3ee120553,-8929343.5963,2970795.279
317,3059060019360,3031,Kendall Square K-8 Center, ,9325 SW 169th Pl, ,Miami-Dade,33196,305-382-6830,,E,K-6,675,639,S,25.67845,-80.46642,831897.123747408,489177.602121189,E316899,6/11/2020 9:42:54 AM,E316042,6/23/2025 3:27:19 PM,d6956538-de01-4700-8069-e3c40a5c7520,-8957481.1944,2959310.0406
318,0140020120010,9181,Stores And Distribution Complex, ,7001 SW 4th St, ,Miami,33144,786-275-0602,,A,0,0,0, ,25.7688,-80.30861,883699.125971653,522257.230439998,E316899,6/11/2020 9:42:54 AM,E316899,4/4/2023 3:39:44 PM,2fb7afe4-e284-44fd-a644-64597977958b,-8939914.1643,2970474.2837
319,3220130010460,6501,Miami Lakes Middle, ,6425 Miami Lakeway N, ,Miami Lakes,33014,305-557-3900,,M,6-8,990,967,N,25.91837,-80.30579,884340.35605225,576625.656986631,E316899,6/11/2020 9:42:54 AM,E316042,6/24/2025 11:23:24 AM,55116791-cc4a-42b9-ae7f-536ec1554e96,-8939600.1435,2988974.6787
320,0420360010520,1481,John G. Dupuis Elementary, ,1150 W 59th Pl, ,Hialeah,33012,305-821-6361,,E,PK-5,623,525,N,25.87605,-80.30615,884305.291220218,561244.486284308,E316899,6/11/2020 9:42:54 AM,E316042,6/23/2025 3:12:03 PM,4d4bf65a-2e42-461b-b012-9fcb626d3011,-8939639.5716,2983738.2039
321,0141150073190,5041,Silver Bluff Elementary, ,2609 SW 25th Ave, ,Miami,33133,305-856-5197,,E,PK-5,629,359,C,25.74345,-80.23551,907810.361066107,513178.112095542,E316899,6/11/2020 9:42:54 AM,E316042,6/25/2025 1:45:19 PM,448b56bc-a966-459d-b5bf-51721b154afb,-8931776.6766,2967341.6643
322,3040050110020,5381,E.W.F. Stirrup Elementary, ,330 NW 97th Ave, ,Miami-Dade,33172,305-226-7001,,E,PK-5,916,612,C,25.77,-80.35392,868786.493381765,522617.027432337,E316899,6/11/2020 9:42:54 AM,E316042,6/23/2025 12:09:14 PM,494ce30e-d3cd-4eb7-9731-845ebb5709c2,-8944957.6365,2970622.3834
323,3059040080010,6221,Hammocks Middle, ,9889 Hammocks Blvd, ,Miami-Dade,33196,305-385-0896,,M,6-8,1504,483,S,25.67424,-80.44275,839699.173034675,487679.712583795,E316899,6/11/2020 9:42:54 AM,E316042,6/23/2025 2:27:16 PM,2eea174c-3594-41a3-921c-b39578802c19,-8954846.2884,2958790.0651
324,3078020000291,5003,South Dade Middle, ,29100 SW 194th Ave, ,Miami-Dade,33030,305-224-5200,,M,4-8,1478,1303,S,25.49602,-80.50638,818981.828503381,422823.816971391,E316899,6/11/2020 9:42:54 AM,E316042,6/25/2025 1:46:31 PM,2353fa5f-d7d4-40f8-84fe-98eb7dc8733d,-8961929.9518,2936793.9255
325,3040230220010,7721,South Miami Senior High, ,6856 SW 53rd St, ,Miami-Dade,33155,305-666-5871,,S,9-12,2476,1595,C,25.72074,-80.30529,884884.366036758,504796.95343174,E316899,6/11/2020 9:42:54 AM,E316042,6/25/2025 1:48:55 PM,984d1f2a-fa81-4090-af18-1326867eee5c,-8939544.3743,2964535.3158
326,0821220140010,5971,Nathan B. Young Elementary, ,14120 NW 24th Ave, ,Opa-locka,33054,305-685-7204,,E,PK-5,482,315,N,25.90396,-80.23995,906012.262376435,571508.924309865,E316899,6/11/2020 9:42:54 AM,E316899,11/13/2025 2:59:56 PM,2b6bea5f-66db-4257-b173-d52c0e3e8063,-8932270.7382,2987191.5679
327,3050300000050,0861,Johnnie M. Parris Colonial Drive Elementary, ,10755 SW 160th St, ,Miami-Dade,33157,305-238-2392,,E,PK-5,460,286,S,25.62125,-80.36693,864761.913794015,468532.604469962,E316899,6/11/2020 9:42:54 AM,E316042,6/23/2025 3:13:02 PM,dca1d5b2-e799-4c8f-9c17-89f8083194e9,-8946406.5815,2952246.4634
328,3040190055030,1281,Cypress K-8 Center, ,5400 SW 112th Ct, ,Miami-Dade,33165,305-271-1611,,E,PK-8,495,374,S,25.71691,-80.37636,861493.853886973,503287.62530233,E316899,6/11/2020 9:42:54 AM,E316042,6/23/2025 11:53:17 AM,584a68ac-35eb-40d7-91d6-e5f805f950d3,-8947455.2602,2964061.9206
329,3021280260020,9251,Maintenance Service Center 1,Main Center,12525 NW 28th Ave, ,Miami-Dade,33167,305-995-7900,,A,0,0,0, ,25.88839,-80.2446,904516.265703041,565840.800400592,E316899,6/11/2020 9:42:54 AM,E316899,4/3/2023 12:41:44 PM,6ac4f936-a1fa-4373-b8db-591988883aa1,-8932788.3634,2985264.8341
330,3020100000030,4281,Palm Springs North Elementary, ,17615 NW 82nd Ave, ,Miami-Dade,33015,305-821-4631,,E,PK-5,1603,1408,N,25.93463,-80.33397,875049.457355596,582487.588768095,E316899,6/11/2020 9:42:54 AM,E316042,6/25/2025 9:49:38 AM,3b1dc3c1-002b-472a-87f1-e3246c489019,-8942736.5654,2990987.2948
331,3049220270880,0251,Ethel Koger Beckham K-8 Center, ,4702 SW 143rd Ct, ,Miami-Dade,33175,305-222-8161,,E,PK-8,993,821,S,25.72182,-80.42589,845177.207727775,504998.410583928,E316899,6/11/2020 9:42:54 AM,E316042,6/23/2025 1:25:55 PM,0a306856-a581-4140-a3bd-1b8fcda09ebb,-8952969.3876,2964668.6724
332,0430120100030,0481,J.W. Johnson Elementary/James H. Bright Elementary, ,735 W 23rd St, ,Hialeah,33010,305-883-1357,,E,PK-5,144,0,N,25.84289,-80.29701,887373.737687074,549206.205569096,E316899,6/11/2020 9:42:54 AM,E316899,11/18/2021 2:15:34 PM,bc53e127-9a00-44ed-99b4-2f47e23f177a,-8938622.5792,2979635.496
333,3050200000220,7101,Coral Reef Senior High, ,10101 SW 152nd St, ,Miami-Dade,33157,305-232-2044,,S,9-12,2643,3351,S,25.62972,-80.35682,868078.570437104,471628.783928849,E316899,6/11/2020 9:42:54 AM,E316042,6/23/2025 11:51:53 AM,bb3739c6-7c24-480b-9b24-0fa06115cfdc,-8945281.0487,2953292.776
334,0622220000012,7031,MAST @ FIU Biscayne Bay Campus,Biscayne Bay Campus,3000 NE 151st St, ,North Miami,33181,305-919-4450,,S,9-12,500,484,N,25.91024,-80.13947,939028.454151183,573996.881560184,E316899,6/11/2020 9:42:54 AM,E316042,6/24/2025 10:20:53 AM,90528420-83d8-49dc-bc18-dda83e0b27c7,-8921085.4696,2987969.1811
335,3350280000440,4381,Dr. Henry E. Perrine Academy of the Arts, ,8851 SW 168th St, ,Palmetto Bay,33157,305-235-2442,,E,K-5,840,517,S,25.61537,-80.33586,875012.125643563,466447.937588021,E316899,6/11/2020 9:42:54 AM,E316042,6/23/2025 12:01:53 PM,efc4e205-79e9-4523-a47d-be8f6113a21f,-8942947.3267,2951521.3254
336,0622300130050,7592,North Miami Adult Education, ,13110 NE 8th Ave, ,North Miami,33161,305-981-6774,,O,0,0,0, ,25.89694,-80.1833,924652.873465795,569070.313619599,E316899,6/11/2020 9:42:54 AM,E316899,4/3/2023 1:32:08 PM,626ad371-2f15-4fa6-8be3-873d9e8eed5a,-8925963.8698,2986323.1896
337,3022080000051,6301,John F. Kennedy Middle, ,1075 NE 167th St, ,Miami-Dade,33162,305-947-1451,,M,6-8,1358,1045,N,25.92981,-80.17862,926114.445307154,581024.152734727,E316899,6/11/2020 9:42:54 AM,E316042,6/23/2025 3:11:53 PM,ce5ca0af-063c-4708-b90d-f07cca5fab11,-8925443.6317,2990390.2102
338,0140020120010,9231,Transportation Center Central East,Central East,7011 SW 4th St, ,Miami,33144,305-227-1995,,A,0,0,0, ,25.76729,-80.3093,883475.333075445,521709.256807491,E316899,6/11/2020 9:42:54 AM,E316899,4/5/2023 11:33:02 AM,d25c6291-0ce0-4206-a52f-bc9c3ceda6c2,-8939990.8312,2970288.3245
339,0141040000210,0121,Auburndale Elementary PLC-H1, ,3255 SW 6th St, ,Miami,33135,305-445-3587,,PLC,0,0,0,C,25.7672,-80.25064,902780.965093423,521780.259943552,E316899,6/11/2020 9:42:54 AM,E316899,3/24/2023 11:13:30 AM,bcc69fd6-3087-4801-b6dd-f641d71bf57a,-8933460.8989,2970276.6022
340,3050140000300,6701,Palmetto Middle, ,7351 SW 128th St, ,Pinecrest,33156,305-238-3911,,M,6-8,1202,720,S,25.65233,-80.3126,882607.179986637,479920.430144571,E316899,6/11/2020 9:42:54 AM,E316042,6/25/2025 9:49:42 AM,1007c46a-edc1-40d7-97cc-ed74e44079c3,-8940358.0392,2956084.9043
341,0101090801090,7901,New World School of the Arts, ,25 NE 2nd St, ,Miami,33132,305-237-3135,,S,9-12,420,446,C,25.77638,-80.19321,921663.56248701,525228.625002764,E316899,6/11/2020 9:42:54 AM,E316042,6/24/2025 11:41:39 AM,576dc492-9018-4a79-aca9-4b85f4c6ebad,-8927067.1367,2971411.4375
342,3059040022560,2521,Oliver Hoover Elementary, ,9050 Hammocks Blvd, ,Miami-Dade,33196,305-385-4382,,E,PK-5,854,621,S,25.68163,-80.43632,841805.775532637,490374.744138308,E316899,6/11/2020 9:42:54 AM,E316042,6/25/2025 9:37:16 AM,670f2855-552c-41ad-8970-a894326e0188,-8954130.4146,2959702.9133
343,3050070000080,2891,William Lehman Elementary, ,10990 SW 113th Pl, ,Miami-Dade,33176,305-273-2140,,E,PK-5,935,531,S,25.66708,-80.37984,860430.463933982,485169.204549462,E316899,6/11/2020 9:42:54 AM,E316042,6/25/2025 2:14:11 PM,8fad28a7-2d2e-4e5c-ba84-d9ac2faf148a,-8947843.5355,2957905.5886
344,0141030560010,0801,Citrus Grove K-8 Center, ,2121 NW 5th St, ,Miami,33125,305-642-4141,,E,PK-8,2383,1593,C,25.77852,-80.23062,909347.993323538,525932.187499419,E316899,6/11/2020 9:42:54 AM,E316042,6/23/2025 11:45:31 AM,2a142148-04eb-4319-ac5c-911e0efde142,-8931231.5354,2971675.7787
345,0102020401080,3191,Ada Merritt K-8 Center, ,660 SW 3rd St, ,Miami,33130,305-326-0791,,E,K-8,707,770,C,25.77055,-80.20483,917851.155699458,523087.614824772,E316899,6/11/2020 9:42:54 AM,E316042,6/23/2025 10:08:54 AM,c0e15fcc-e168-4bb8-be63-8676e01eada9,-8928361.0636,2970691.1771
346,0131230160010,6011,Georgia Jones-Ayers Middle, ,1331 NW 46th St, ,Miami,33142,305-634-9787,,M,6-8,1154,476,C,25.81764,-80.21882,913144.762863077,540173.811320685,E316899,6/11/2020 9:42:54 AM,E316042,6/23/2025 2:10:36 PM,62431d83-1136-4f93-9420-abbcdc48c6f4,-8929918.652,2976512.666
347,3040100120330,1721,Everglades K-8 Center,Lower Academy,8375 SW 16th St, ,Miami-Dade,33155,305-264-4154,,E,PK-8,691,567,C,25.75539,-80.33147,876200.895180669,517345.545827426,E316899,6/11/2020 9:42:54 AM,E316042,6/23/2025 1:27:34 PM,82a81e5f-3a62-43cd-9701-49772ea52627,-8942458.7945,2968817.1197
348,3012320000091,2581,Madie Ives K-8 Preparatory Academy, ,20770 NE 14th Ave, ,Miami-Dade,33179,305-651-3155,,E,PK-8,1050,1059,N,25.9672,-80.17467,927326.623996284,594623.125419393,E316899,6/11/2020 9:42:54 AM,E316042,6/24/2025 10:15:42 AM,769ca9fb-39fc-47c7-8976-d0b752a4cb67,-8925004.05,2995019.2438
349,1322270013250,0241,Ruth K. Broad/Bay Harbor K-8 Center, ,1155 93rd St, ,Bay Harbor Islands,33154,305-865-7912,,E,PK-8,1327,1260,N,25.88414,-80.13211,941512.534793496,564523.600527361,E316899,6/11/2020 9:42:54 AM,E316042,6/25/2025 1:41:57 PM,769c0cda-f0d1-4cb6-aed5-d01fe7a07783,-8920265.5152,2984738.5511
350,3031100000200,5861,Dr. Henry W. Mack/West Little K-8 Center, ,2450 NW 84th St, ,Miami-Dade,33147,305-691-6491,,E,PK-8,588,389,C,25.85037,-80.23884,906491.019240879,552033.521539733,E316899,6/11/2020 9:42:54 AM,E316042,6/23/2025 12:06:55 PM,bff4657f-7f06-4ab2-85f5-84471f7126ca,-8932146.8609,2980561.4047
351,3040290030440,5121,Snapper Creek Elementary, ,10151 SW 64th St, ,Miami-Dade,33173,305-271-2111,,E,PK-5,686,364,S,25.70893,-80.35788,867591.12493265,500415.142995656,E316899,6/11/2020 9:42:54 AM,E316042,6/25/2025 1:45:35 PM,4014ab7a-8a88-4416-a537-5f5c7656022f,-8945398.5166,2963075.53
352,0131130270020,1601,Edison Park K-8 Center, ,500 NW 67th St, ,Miami,33150,305-758-3658,,E,PK-8,614,430,C,25.83576,-80.20478,917725.749747343,546787.000958845,E316899,6/11/2020 9:42:54 AM,E316042,6/23/2025 12:11:53 PM,de2226db-e4f6-41fd-92de-c615bdfc725b,-8928355.0498,2978753.4236
353,3031150480010,4071,Agenoria S. Paschal/ Olinda Elementary School, ,5536 NW 21st Ave, ,Miami-Dade,33142,305-633-0308,,E,PK-5,560,301,C,25.82589,-80.23118,909060.312299274,543151.051131457,E316899,6/11/2020 9:42:54 AM,E316042,6/23/2025 10:10:00 AM,f9db4574-63fe-4cf6-9eb3-8729e02a8ead,-8931294.8266,2977533.8041
354,0420340010741,7291,Jose Marti Mathematics & Science Technology Academy, ,5701 W 24th Ave, ,Hialeah,33016,305-557-5931,,S,6-12,1094,1000,N,25.87485,-80.33053,876289.680844754,560764.398731865,E316899,6/11/2020 9:42:54 AM,E316042,6/23/2025 3:13:25 PM,d76b4179-4c9e-4c38-bbf2-58f736886b54,-8942354.0466,2983588.9538
355,3021240000020,6281,Thomas Jefferson Biscayne Gardens K-8 Academy, ,525 NW 147th St, ,Miami-Dade,33168,305-681-7481,,E,PK-8,1329,792,N,25.90989,-80.20812,916463.999986168,573726.562199935,E316899,6/11/2020 9:42:54 AM,E316042,6/25/2025 1:54:17 PM,649a8242-911a-45d0-8e75-0548eac81de0,-8928727.0647,2987925.555
356,3021280280030,9239,Transportation Center John H Schee,John H Schee,2755 NW 122nd St, ,Miami-Dade,33167,305-681-1576,,A,0,0,0, ,25.8861,-80.2439,904752.645095259,565008.441743813,E316899,6/11/2020 9:42:54 AM,E316899,4/5/2023 11:34:59 AM,a885eedc-0083-4fe1-836e-6843487978c1,-8932709.9551,2984981.0206
357,3069350080010,0041,Air Base K-8 Center for International Education, ,12829 SW 272nd St, ,Miami-Dade,33032,305-258-3676,,E,PK-8,1268,1124,S,25.51481,-80.39867,854480.667320441,429798.811665893,E316899,6/11/2020 9:42:54 AM,E316042,6/23/2025 10:16:35 AM,3bab7c37-dbff-45e3-91f0-6e2cb1595487,-8949939.1481,2939111.393
358,3031220030010,6031,Brownsville Middle, ,4899 NW 24th Ave, ,Miami-Dade,33142,305-633-1481,,M,6-8,1365,490,C,25.81955,-80.23555,907639.062505949,540838.125177301,E316899,6/11/2020 9:42:54 AM,E316042,6/23/2025 11:35:52 AM,09c59cfb-d02a-49cb-a40b-91dfec3ec0d3,-8931780.3207,2976749.6849
359,3040050110020,6121,Ruben Dario Middle, ,350 NW 97th Ave, ,Miami-Dade,33172,305-226-0179,,M,6-8,802,484,C,25.77154,-80.35436,868638.616005626,523178.393448859,E316899,6/11/2020 9:42:54 AM,E316042,6/25/2025 1:41:54 PM,d180c7cb-b147-4398-9bac-60af679042ee,-8945006.7252,2970813.5487
360,0421310280460,4261,Palm Springs Elementary, ,6304 E 1st Ave, ,Hialeah,33013,305-822-0911,,E,PK-5,868,578,N,25.88001,-80.28103,892555.914971903,562726.470029689,E316899,6/11/2020 9:42:54 AM,E316042,6/25/2025 9:40:39 AM,b4df481e-c5e5-4d66-a77d-23c83b92c859,-8936843.6322,2984227.5514
361,3530290560033,9411,ITS Annex Warehouse, ,2740 NW 104th Ct, ,Doral,33172,305-995-3331,,A,0,0,0, ,25.79895,-80.36641,864625.37491389,533118.999922112,E316899,6/11/2020 9:42:54 AM,E316899,4/3/2023 11:42:41 AM,7c2aeb29-82b9-4203-8055-30a268c91c12,-8946348.0326,2974201.3573
362,0131140460010,7411,Miami Northwestern Senior High, ,1100 NW 71st St, ,Miami,33150,305-836-0991,,S,9-12,2309,1461,C,25.83898,-80.21392,914712.325872537,547940.032895915,E316899,6/11/2020 9:42:54 AM,E316042,6/24/2025 11:29:52 AM,7c3ae2f4-ab10-4761-8a85-4090d289ee1e,-8929372.5255,2979151.9377
363,3031030000020,7601,William H. Turner Technical Arts High School, ,10151 NW 19th Ave, ,Miami-Dade,33147,305-691-8324,,S,9-12,1847,1262,C,25.86717,-80.22929,909595.41604377,558157.014153436,E316899,6/11/2020 9:42:54 AM,E316042,6/25/2025 2:14:09 PM,52e40aac-a7aa-49f9-813b-0c206de227a3,-8931083.9694,2982639.2937
364,0821210024740,4121,Dr. Robert  B. Ingram Elementary, ,600 Ahmad St, ,Opa-locka,33054,305-688-4605,,E,PK-5,558,245,N,25.90445,-80.24784,903417.708262019,571669.833622016,E316899,6/11/2020 9:42:54 AM,E316899,11/13/2025 2:59:56 PM,08e4d5b8-add8-4a52-a138-ec40ad6dc4ab,-8933148.9914,2987251.4451
365,3421040010040,0461,Brentwood Elementary, ,3101 NW 191st St, ,Miami Gardens,33056,305-624-2657,,E,PK-5,874,334,N,25.94839,-80.25273,901719.812068436,587634.562980883,E316899,6/11/2020 9:42:54 AM,E316042,6/23/2025 11:35:02 AM,b9ae19f5-ab44-497c-9b61-ad6bc096fd1b,-8933693.1063,2992691.2219
366,0621260000030,2041,Benjamin Franklin K-8 Center, ,13100 NW 12th Ave, ,North Miami,33168,305-681-3547,,E,PK-8,722,536,C,25.89506,-80.22011,912553.688302524,568313.624978893,E316899,6/11/2020 9:42:54 AM,E316042,6/23/2025 11:30:53 AM,4e940741-a7d1-49e2-a1aa-f6a8b6d5d46d,-8930062.128,2986090.6489
367,3040320010490,5421,Sunset Park Elementary, ,10235 SW 84th St, ,Miami-Dade,33173,305-279-3222,,E,PK-5,646,387,S,25.69141,-80.358,867583.497412644,494047.72974173,E316899,6/11/2020 9:42:54 AM,E316042,6/25/2025 1:51:57 PM,d215ec16-8dd4-4ff6-a5b4-48a3dc0756d1,-8945411.5558,2960911.2683
368,3069340080350,0771,William A. Chapman Elementary, ,27190 SW 140th Ave, ,Miami-Dade,33032,305-245-1055,,E,PK-5,620,513,S,25.51498,-80.41716,848381.449650761,429834.659857921,E316899,6/11/2020 9:42:54 AM,E316042,6/25/2025 2:14:06 PM,85d4e185-862e-4f3a-a6c4-09bc59e27a4d,-8951997.7706,2939132.7736
369,0232340090010,0761,Miami Beach Fienberg/Fisher K-8 Center, ,1420 Washington Ave, ,Miami Beach,33139,305-531-0419,,E,PK-8,896,855,N,25.78619,-80.13233,941674.503945645,528922.537838206,E316899,6/11/2020 9:42:54 AM,E316042,6/24/2025 11:13:06 AM,24d27418-047a-46cd-b7de-28a2e649c60a,-8920290.2274,2972624.5224
370,3060100000011,6081,Cutler Bay Senior High, ,8601 SW 212th St, ,Cutler Bay,33189,305-235-1581,,M,9-12,1331,587,S,25.5711,-80.33047,876868.323789291,450365.199397042,E316899,6/11/2020 9:42:54 AM,E316042,6/23/2025 11:52:57 AM,0a346290-bde7-4d6d-ba94-09c3d33f9fd9,-8942347.7136,2946056.5004
371,0132190140011,7081,Design & Architecture Senior High, ,4001 NE 2nd Ave, ,Miami,33137,305-573-7135,,S,9-12,404,481,C,25.81349,-80.19074,922392.636919688,538720.611703329,E316899,6/11/2020 9:42:54 AM,E316899,3/24/2023 2:05:19 PM,51046628-5630-4f3b-8ba6-80b63337509d,-8926792.4748,2975999.2527
372,0131230160010,0081,Lenora B. Smith Elementary, ,4700 NW 12th Ave, ,Miami,33127,305-635-0873,,E,PK-5,754,353,C,25.81883,-80.21695,913758.557679649,540609.348985091,E316899,6/11/2020 9:42:54 AM,E316042,6/24/2025 9:56:26 AM,ed9dbb7b-afbc-482a-bf47-b175b13d7433,-8929710.0843,2976659.6034
373,3220150010631,0091,Bob Graham Education Center, ,15901 NW 79th Ave, ,Miami Lakes,33016,305-557-3303,,E,PK-8,1962,1395,N,25.9174,-80.32818,876984.624589399,576234.000282265,E316899,6/11/2020 9:42:54 AM,E316042,6/23/2025 11:33:29 AM,37bcda9a-6243-42c4-b56c-ae87d169ab4b,-8942091.9582,2988854.3666
374,3060180000370,7351,Arthur & Polly Mays Conservatory of The Arts, ,11700 SW 216th St, ,Miami-Dade,33170,305-233-2300,,S,6-12,985,497,S,25.56591,-80.37998,860555.881918099,448400.197667211,E316899,6/11/2020 9:42:54 AM,E316042,6/23/2025 10:53:47 AM,2f6f92e3-098f-45b3-b797-95206755f0c0,-8947859.2888,2945416.2246
375,3040090030030,7271,Miami Coral Park Senior High, ,8865 SW 16th St, ,Miami-Dade,33165,305-226-6565,,S,9-12,3372,2004,C,25.75531,-80.3389,873754.441418391,517302.789987385,E316899,6/11/2020 9:42:54 AM,E316042,6/24/2025 11:20:15 AM,e06d1585-5033-4c9d-a6e3-9ce0cbaf8f21,-8943286.266,2968806.7751
376,0430120020050,5711,Mae M. Walters Elementary, ,650 W 33rd St, ,Hialeah,33012,305-822-4600,,E,PK-5,721,626,N,25.85127,-80.29547,887863.318743531,552254.728835933,E316899,6/11/2020 9:42:54 AM,E316042,6/24/2025 10:17:28 AM,e509ce44-41f4-432b-8f5d-601e7709f43b,-8938451.3496,2980672.0419
377,3050300000133,9264,Maintenance Service Center 3, ,15301 SW 117th Ave, ,Miami-Dade,33177,305-235-4285,,A,0,0,0, ,25.6258,-80.38179,859860.77612545,470164.753207482,E316899,6/11/2020 9:42:54 AM,E316899,4/3/2023 12:42:41 PM,10fc1b67-9741-45ea-9e5c-11959569d764,-8948059.7473,2952808.7415
378,3049130060880,5641,Village Green Elementary, ,12265 SW 34th St, ,Miami-Dade,33175,305-226-0441,,E,PK-5,438,267,S,25.7373,-80.39231,856205.127610046,510674.910301208,E316899,6/11/2020 9:42:54 AM,E316042,6/25/2025 2:10:34 PM,e89d63d2-589c-47e8-a42c-c6dd74bbe8fb,-8949231.8676,2966581.8069
379,3050030060030,2701,Kenwood K-8 Center, ,9300 SW 79th Ave, ,Miami-Dade,33156,305-271-5061,,E,PK-8,1177,748,S,25.68428,-80.32359,878927.76903921,491514.391627364,E316899,6/11/2020 9:42:54 AM,E316042,6/23/2025 3:27:43 PM,92d60cd8-0931-4c4d-903e-dad3554f1c50,-8941581.3181,2960031.0522
380,3421030010540,1161,Crestview Elementary, ,2201 NW 187th St, ,Miami Gardens,33056,305-624-1495,,E,PK-5,714,262,N,25.94513,-80.23807,906543.187688928,586476.812707812,E316899,6/11/2020 9:42:54 AM,E316042,6/23/2025 11:52:36 AM,62e03909-dec0-484b-bc66-17f2759ce847,-8932061.4887,2992287.4397
381,1079200040010,7151,Homestead Senior High School, ,2351 SE 12th Ave, ,Homestead,33034,305-245-7000,,S,9-12,2784,2197,S,25.44877,-80.45987,834394.316197734,405712.220155455,E316899,6/11/2020 9:42:54 AM,E316042,6/23/2025 3:03:06 PM,269599d3-7a66-42de-8083-cc219afac883,-8956751.9203,2930968.1826
382,3079010010070,0351,Chapman Partnership Early Childhood Center South, ,28205 SW 124th Ct, ,Miami-Dade,33033,305-416-7189,,E,PK,0,77,AC,25.50555,-80.39224,856617.025978431,426442.793742768,E316899,6/11/2020 9:42:54 AM,E316042,6/23/2025 11:41:39 AM,c5255cc4-abac-49a3-bd39-4220772f086d,-8949223.2376,2937969.1664
383,3021270000140,5901,Carrie P. Meek/Westview K-8 Center, ,2101 NW 127th St, ,Miami-Dade,33167,305-688-9641,,E,PK-8,587,584,C,25.89043,-80.23445,907850.214890145,566600.501393296,E316899,6/11/2020 9:42:54 AM,E316899,3/24/2023 12:55:19 PM,af1e612a-e6f8-4547-a73f-8779184906ba,-8931658.0734,2985516.8767
384,3031210490010,3041,Lorah Park Elementary, ,5160 NW 31st Ave, ,Miami-Dade,33142,305-633-1424,,E,PK-5,564,207,C,25.82122,-80.24752,903696.005606275,541422.459001847,E316899,6/11/2020 9:42:54 AM,E316042,6/24/2025 10:09:16 AM,b23d49ff-efff-41ce-b36f-a934cc03aba3,-8933113.4355,2976956.2275
385,0341200220630,7071,Coral Gables Senior High, ,450 Bird Rd, ,Coral Gables,33146,305-443-4871,,S,9-12,2906,2905,C,25.73368,-80.26321,898713.061857637,509575.094108187,E316899,6/11/2020 9:42:54 AM,E316042,6/23/2025 11:49:23 AM,03c5cc00-6b5a-4fda-a991-1ea8375d54e8,-8934859.8552,2966134.2418
386,0420350030010,3421,M.A. Milam K-8 Center, ,6020 W 16th Ave, ,Hialeah,33012,305-822-0301,,E,PK-8,1067,1076,N,25.87746,-80.31557,881203.59880133,561738.598540768,E316899,6/11/2020 9:42:54 AM,E316042,6/24/2025 10:09:25 AM,65bc23a6-99ed-4309-9589-e0f48678fc3c,-8940688.7605,2983911.939
387,0420250010670,3981,North Twin Lakes Elementary, ,625 W 74th Pl, ,Hialeah,33014,305-822-0721,,E,PK-5,551,590,N,25.89026,-80.29628,887521.664215215,566425.609105133,E316899,6/11/2020 9:42:54 AM,E316042,6/25/2025 9:32:53 AM,3ee3e5a9-51f6-4fb6-9f78-6739257465dd,-8938541.2837,2985496.0854
388,3031010120010,6411,Horace Mann Middle, ,8950 NW 2nd Ave, ,El Portal,33150,305-757-9537,,M,6-8,1468,345,C,25.85681,-80.20188,918631.661812186,554443.901317976,E316899,6/11/2020 9:42:54 AM,E316042,6/23/2025 3:03:14 PM,0183c58e-d8fa-4a17-81d2-5893f740a742,-8928032.7325,2981357.1894
389,3059080060040,4511,Dr. Gilbert L. Porter Elementary PLC-Q, ,15751 SW 112th St, ,Miami-Dade,33196,305-382-0792,,PLC,0,0,0,S,25.66459,-80.45095,837011.919784173,484160.470084518,E316899,6/11/2020 9:42:54 AM,E316899,3/24/2023 2:14:33 PM,95238d63-1363-4121-85dc-bfef890729c4,-8955759.4666,2957597.9831
390,3040090000480,1001,Coral Park Elementary, ,1225 SW 97th Ave, ,Miami-Dade,33174,305-221-5632,,E,PK-5,1060,775,C,25.75727,-80.35144,869625.103814546,517995.233124033,E316899,6/11/2020 9:42:54 AM,E316042,6/23/2025 11:49:34 AM,1f64edcc-eec0-4ea9-bb17-08551975dfe4,-8944681.672,2969049.2183
391,3021350000180,0401,Van E. Blanton Elementary, ,10327 NW 11th Ave, ,Miami-Dade,33150,305-696-9241,,E,PK-5,616,368,C,25.86971,-80.21576,914039.93931191,559107.518346317,E316899,6/11/2020 9:42:54 AM,E316042,6/25/2025 2:10:33 PM,831bed0e-7f53-4448-a420-1d5ed7d72194,-8929577.5217,2982953.8537
